,Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,LoanAmount_log,ApplicantIncome_log,Loan_Status
243,LP001807,1,1,2,0,1,6250,1300.0,108.0,360.0,1.0,0,4.68213122712422,8.740336742730447,1
244,LP001811,1,1,0,1,0,3406,4417.0,123.0,360.0,1.0,1,4.812184355372417,8.133293861222633,1
245,LP001813,1,0,0,0,1,6050,4333.0,120.0,180.0,1.0,2,4.787491742782046,8.707813551024888,0
246,LP001814,1,1,2,0,0,9703,0.0,112.0,360.0,1.0,2,4.718498871295094,9.1801903950253,1
247,LP001819,1,1,1,1,0,6608,0.0,137.0,180.0,1.0,2,4.919980925828125,8.796036315200814,1
248,LP001824,1,1,1,0,0,2882,1843.0,123.0,480.0,1.0,1,4.812184355372417,7.966239776559467,1
249,LP001825,1,1,0,0,0,1809,1868.0,90.0,360.0,1.0,2,4.499809670330265,7.500529485395295,1
250,LP001835,1,1,0,1,0,1668,3890.0,201.0,360.0,0.0,1,5.303304908059076,7.419380582918692,0
251,LP001836,0,0,2,0,0,3427,0.0,138.0,360.0,1.0,2,4.927253685157205,8.139440521874608,0
252,LP001841,1,0,0,1,1,2583,2167.0,104.0,360.0,1.0,0,4.6443908991413725,7.8567067930958405,1
253,LP001843,1,1,1,1,0,2661,7101.0,279.0,180.0,1.0,1,5.631211781821365,7.886457270977689,1
254,LP001844,1,0,0,0,1,16250,0.0,192.0,360.0,0.0,2,5.2574953720277815,9.695848187757884,0
255,LP001846,0,0,3,0,0,3083,0.0,255.0,360.0,1.0,0,5.541263545158426,8.03365842788615,1
256,LP001849,1,0,0,1,0,6045,0.0,115.0,360.0,0.0,0,4.74493212836325,8.706986763048892,0
257,LP001854,1,1,3,0,0,5250,0.0,94.0,360.0,1.0,2,4.543294782270004,8.565983355585669,0
258,LP001859,1,1,0,0,0,14683,2100.0,304.0,360.0,1.0,0,5.717027701406222,9.594445640962938,0
259,LP001864,1,1,3,1,0,4931,0.0,128.0,360.0,1.0,1,4.852030263919617,8.503297086224126,0
260,LP001865,1,1,1,0,0,6083,4250.0,330.0,360.0,1.0,2,5.799092654460526,8.713253274320705,1
261,LP001868,1,0,0,0,0,2060,2209.0,134.0,360.0,1.0,1,4.897839799950911,7.630461261783627,1
262,LP001870,0,0,1,0,0,3481,0.0,155.0,36.0,1.0,1,5.043425116919247,8.15507488781144,0
263,LP001871,0,0,0,0,0,7200,0.0,120.0,360.0,1.0,0,4.787491742782046,8.881836305004146,1
264,LP001872,1,0,0,0,1,5166,0.0,128.0,360.0,1.0,1,4.852030263919617,8.549853973655786,1
265,LP001875,1,0,0,0,0,4095,3447.0,151.0,360.0,1.0,0,5.017279836814924,8.31752199628717,1
266,LP001877,1,1,2,0,0,4708,1387.0,150.0,360.0,1.0,1,5.0106352940962555,8.457018468380168,1
267,LP001882,1,1,3,0,0,4333,1811.0,160.0,360.0,0.0,2,5.075173815233827,8.374015421739909,1
268,LP001883,0,0,0,0,0,3418,0.0,135.0,360.0,1.0,0,4.90527477843843,8.136810863675537,0
269,LP001884,0,0,1,0,0,2876,1560.0,90.0,360.0,1.0,2,4.499809670330265,7.964155718840937,1
270,LP001888,0,0,0,0,0,3237,0.0,30.0,360.0,1.0,2,3.4011973816621555,8.082402253926244,1
271,LP001891,1,1,0,0,0,11146,0.0,136.0,360.0,1.0,2,4.912654885736052,9.318835968129482,1
272,LP001892,1,0,0,0,0,2833,1857.0,126.0,360.0,1.0,0,4.836281906951478,7.949091499830517,1
273,LP001894,1,1,0,0,0,2620,2223.0,150.0,360.0,1.0,1,5.0106352940962555,7.8709295967551425,1
274,LP001896,1,1,2,0,0,3900,0.0,90.0,360.0,1.0,1,4.499809670330265,8.268731832117737,1
275,LP001900,1,1,1,0,0,2750,1842.0,115.0,360.0,1.0,1,4.74493212836325,7.919356190660617,1
276,LP001903,1,1,0,0,0,3993,3274.0,207.0,360.0,1.0,1,5.332718793265369,8.292298107063221,1
277,LP001904,1,1,0,0,0,3103,1300.0,80.0,360.0,1.0,2,4.382026634673881,8.04012466444838,1
278,LP001907,1,1,0,0,0,14583,0.0,436.0,360.0,1.0,1,6.077642243349034,9.587611745713565,1
279,LP001908,0,1,0,1,0,4100,0.0,124.0,360.0,1.0,0,4.820281565605037,8.318742252692399,1
280,LP001910,1,0,1,1,1,4053,2426.0,158.0,360.0,0.0,2,5.062595033026967,8.307212626628308,0
281,LP001914,1,1,0,0,0,3927,800.0,112.0,360.0,1.0,1,4.718498871295094,8.27563105457801,1
282,LP001915,1,1,2,0,0,2301,985.7999877999998,78.0,180.0,1.0,2,4.356708826689592,7.741099090035366,1
283,LP001917,0,0,0,0,0,1811,1666.0,54.0,360.0,1.0,2,3.9889840465642745,7.501634457883413,1
284,LP001922,1,1,0,0,0,20667,0.0,130.0,360.0,1.0,0,4.867534450455582,9.936293504261306,0
285,LP001924,1,0,0,0,0,3158,3053.0,89.0,360.0,1.0,0,4.48863636973214,8.057694194815587,1
286,LP001925,0,0,0,0,1,2600,1717.0,99.0,300.0,1.0,1,4.59511985013459,7.8632667240095735,0
287,LP001926,1,1,0,0,0,3704,2000.0,120.0,360.0,1.0,0,4.787491742782046,8.21716859576607,1
288,LP001931,0,0,0,0,0,4124,0.0,115.0,360.0,1.0,1,4.74493212836325,8.32457884513685,1
289,LP001935,1,0,0,0,0,9508,0.0,187.0,360.0,1.0,0,5.231108616854587,9.159888828480085,1
290,LP001936,1,1,0,0,0,3075,2416.0,139.0,360.0,1.0,0,4.9344739331306915,8.031060180240619,1
291,LP001938,1,1,2,0,0,4400,0.0,127.0,360.0,0.0,1,4.844187086458591,8.389359819906353,0
292,LP001940,1,1,2,0,0,3153,1560.0,134.0,360.0,1.0,2,4.897839799950911,8.056109659545061,1
293,LP001945,0,0,0,0,0,5417,0.0,143.0,480.0,0.0,2,4.962844630259907,8.597297435657898,0
294,LP001947,1,1,0,0,0,2383,3334.0,172.0,360.0,1.0,1,5.147494476813453,7.776115477098742,1
295,LP001949,1,1,3,0,0,4416,1250.0,110.0,360.0,1.0,2,4.700480365792417,8.392989587956931,1
296,LP001953,1,1,1,0,0,6875,0.0,200.0,360.0,1.0,1,5.298317366548036,8.835646922534773,1
297,LP001954,0,1,1,0,0,4666,0.0,135.0,360.0,1.0,2,4.90527477843843,8.448057452581375,1
298,LP001955,0,0,0,0,0,5000,2541.0,151.0,480.0,1.0,0,5.017279836814924,8.517193191416238,0
299,LP001963,1,1,1,0,0,2014,2925.0,113.0,360.0,1.0,2,4.727387818712341,7.607878073278507,0
300,LP001964,1,1,0,1,0,1800,2934.0,93.0,360.0,0.0,2,4.532599493153256,7.495541943884256,0
301,LP001972,1,1,0,1,0,2875,1750.0,105.0,360.0,1.0,1,4.653960350157523,7.963807953231451,1
302,LP001974,0,0,0,0,0,5000,0.0,132.0,360.0,1.0,0,4.882801922586371,8.517193191416238,1
303,LP001977,1,1,1,0,0,1625,1803.0,96.0,360.0,1.0,2,4.564348191467836,7.393263094763838,1
304,LP001978,1,0,0,0,0,4000,2500.0,140.0,360.0,1.0,0,4.941642422609304,8.294049640102028,1
305,LP001990,1,0,0,1,0,2000,0.0,113.0,360.0,1.0,2,4.727387818712341,7.600902459542082,0
306,LP001993,0,0,0,0,0,3762,1666.0,135.0,360.0,1.0,0,4.90527477843843,8.232706009860976,1
307,LP001994,0,0,0,0,0,2400,1863.0,104.0,360.0,0.0,2,4.6443908991413725,7.783224016336037,0
308,LP001996,1,0,0,0,0,20233,0.0,480.0,360.0,1.0,0,6.173786103901937,9.915070213779195,0
309,LP001998,1,1,2,1,0,7667,0.0,185.0,360.0,1.0,0,5.220355825078324,8.944680683558895,1
310,LP002002,0,0,0,0,0,2917,0.0,84.0,360.0,1.0,1,4.430816798843313,7.978310969867722,1
311,LP002004,1,0,0,1,0,2927,2405.0,111.0,360.0,1.0,1,4.709530201312334,7.9817332866918855,1
312,LP002006,0,0,0,0,0,2507,0.0,56.0,360.0,1.0,0,4.02535169073515,7.826842098158293,1
313,LP002008,1,1,2,0,1,5746,0.0,144.0,84.0,1.0,0,4.969813299576001,8.656259239539235,1
314,LP002024,1,1,0,0,0,2473,1843.0,159.0,360.0,1.0,0,5.0689042022202315,7.813187267521416,0
315,LP002031,1,1,1,1,0,3399,1640.0,111.0,180.0,1.0,2,4.709530201312334,8.131236549696116,1
316,LP002035,1,1,2,0,0,3717,0.0,120.0,360.0,1.0,1,4.787491742782046,8.220672170297252,1
317,LP002036,1,1,0,0,0,2058,2134.0,88.0,360.0,1.0,2,4.477336814478207,7.629489916393995,1
318,LP002043,0,0,1,0,0,3541,0.0,112.0,360.0,1.0,1,4.718498871295094,8.172164452111904,1
319,LP002050,1,1,1,0,1,10000,0.0,155.0,360.0,1.0,0,5.043425116919247,9.210340371976184,0
320,LP002051,1,1,0,0,0,2400,2167.0,115.0,360.0,1.0,1,4.74493212836325,7.783224016336037,1
321,LP002053,1,1,3,0,0,4342,189.0,124.0,360.0,1.0,1,4.820281565605037,8.376090350438238,1
322,LP002054,1,1,2,1,0,3601,1590.0,113.0,360.0,1.0,0,4.727387818712341,8.188966863648876,1
323,LP002055,0,0,0,0,0,3166,2985.0,132.0,360.0,1.0,0,4.882801922586371,8.060224240440958,1
324,LP002065,1,1,3,0,0,15000,0.0,300.0,360.0,1.0,0,5.703782474656201,9.615805480084347,1
325,LP002067,1,1,1,0,1,8666,4983.0,376.0,360.0,0.0,0,5.929589143389895,9.067162602299854,0
326,LP002068,1,0,0,0,0,4917,0.0,130.0,360.0,0.0,0,4.867534450455582,8.50045386741194,1
327,LP002082,1,1,0,0,1,5818,2160.0,184.0,360.0,1.0,1,5.214935757608986,8.668711839055147,1
328,LP002086,0,1,0,0,0,4333,2451.0,110.0,360.0,1.0,2,4.700480365792417,8.374015421739909,0
329,LP002087,0,0,0,0,0,2500,0.0,67.0,360.0,1.0,2,4.204692619390966,7.824046010856292,1
330,LP002097,1,0,1,0,0,4384,1793.0,117.0,360.0,1.0,2,4.762173934797756,8.385716828627851,1
331,LP002098,1,0,0,0,0,2935,0.0,98.0,360.0,1.0,1,4.584967478670572,7.984462732262196,1
332,LP002100,1,0,0,0,0,2833,0.0,71.0,360.0,1.0,2,4.2626798770413155,7.949091499830517,1
333,LP002101,1,1,0,0,0,63337,0.0,490.0,180.0,1.0,2,6.194405391104672,11.05622495553552,1
334,LP002103,1,1,1,0,1,9833,1833.0,182.0,180.0,1.0,2,5.204006687076795,9.193499354780156,1
335,LP002106,1,1,0,0,1,5503,4490.0,70.0,360.0,1.0,1,4.248495242049359,8.613048677059759,1
336,LP002110,1,1,1,0,0,5250,688.0,160.0,360.0,1.0,0,5.075173815233827,8.565983355585669,1
337,LP002112,1,1,2,0,1,2500,4600.0,176.0,360.0,1.0,0,5.170483995038151,7.824046010856292,1
338,LP002113,0,0,3,1,0,1830,0.0,113.0,360.0,0.0,2,4.727387818712341,7.512071245835466,0
339,LP002114,0,0,0,0,0,4160,0.0,71.0,360.0,1.0,1,4.2626798770413155,8.333270353255308,1
340,LP002115,1,1,3,1,0,2647,1587.0,173.0,360.0,1.0,0,5.153291594497779,7.881182202227102,0
341,LP002116,0,0,0,0,0,2378,0.0,46.0,360.0,1.0,0,3.828641396489095,7.774015077250727,0
342,LP002119,1,1,1,1,0,4554,1229.0,158.0,360.0,1.0,2,5.062595033026967,8.423761246623686,1
343,LP002126,1,1,3,1,0,3173,0.0,74.0,360.0,1.0,1,4.30406509320417,8.062432791583195,1
344,LP002128,1,1,2,0,0,2583,2330.0,125.0,360.0,1.0,0,4.8283137373023015,7.8567067930958405,1
345,LP002129,1,1,0,0,0,2499,2458.0,160.0,360.0,1.0,1,5.075173815233827,7.823645930834952,1
346,LP002130,1,1,0,1,0,3523,3230.0,152.0,360.0,0.0,0,5.0238805208462765,8.167068178341237,0
347,LP002131,1,1,2,1,0,3083,2168.0,126.0,360.0,1.0,2,4.836281906951478,8.03365842788615,1
348,LP002137,1,1,0,0,0,6333,4583.0,259.0,360.0,1.0,1,5.556828061699537,8.753529336516431,1
349,LP002138,1,1,0,0,0,2625,6250.0,187.0,360.0,1.0,0,5.231108616854587,7.872836175025724,1
350,LP002139,1,1,0,0,0,9083,0.0,228.0,360.0,1.0,1,5.429345628954441,9.114159813502214,1
351,LP002140,1,0,0,0,0,8750,4167.0,308.0,360.0,1.0,0,5.730099782973574,9.07680897935166,0
352,LP002141,1,1,3,0,0,2666,2083.0,95.0,360.0,1.0,0,4.553876891600541,7.888334500738654,1
353,LP002142,0,1,0,0,1,5500,0.0,105.0,360.0,0.0,0,4.653960350157523,8.612503371220562,0
354,LP002143,0,1,0,0,0,2423,505.0,130.0,360.0,1.0,1,4.867534450455582,7.792761720816526,1
355,LP002144,0,0,0,0,0,3813,0.0,116.0,180.0,1.0,2,4.7535901911063645,8.246171559857563,1
356,LP002149,1,1,2,0,0,8333,3167.0,165.0,360.0,1.0,0,5.10594547390058,9.027978814382207,1
357,LP002151,1,1,1,0,0,3875,0.0,67.0,360.0,1.0,2,4.204692619390966,8.262300941787448,0
358,LP002158,1,1,0,1,0,3000,1666.0,100.0,480.0,0.0,2,4.605170185988092,8.006367567650246,0
359,LP002160,1,1,3,0,0,5167,3167.0,200.0,360.0,1.0,1,5.298317366548036,8.550047528287184,1
360,LP002161,0,0,1,0,0,4723,0.0,81.0,360.0,1.0,1,4.394449154672439,8.460199469896118,0
361,LP002170,1,1,2,0,0,5000,3667.0,236.0,360.0,1.0,1,5.4638318050256105,8.517193191416238,1
362,LP002175,1,1,0,0,0,4750,2333.0,130.0,360.0,1.0,2,4.867534450455582,8.465899897028686,1
363,LP002178,1,1,0,0,0,3013,3033.0,95.0,300.0,1.0,2,4.553876891600541,8.0106915391303,1
364,LP002180,1,0,0,0,1,6822,0.0,141.0,360.0,1.0,0,4.948759890378168,8.82790796297859,1
365,LP002181,1,0,0,1,0,6216,0.0,133.0,360.0,1.0,0,4.890349128221754,8.734881892047483,0
366,LP002187,1,0,0,0,0,2500,0.0,96.0,480.0,1.0,1,4.564348191467836,7.824046010856292,0
367,LP002188,1,0,0,0,0,5124,0.0,124.0,360.0,0.0,0,4.820281565605037,8.541690663016626,0
368,LP002190,1,1,1,0,0,6325,0.0,175.0,360.0,1.0,1,5.1647859739235145,8.752265313595721,1
369,LP002191,1,1,0,0,0,19730,5266.0,570.0,360.0,1.0,0,6.345636360828596,9.889895599016661,0
370,LP002194,0,0,0,0,1,15759,0.0,55.0,360.0,1.0,1,4.007333185232471,9.665166909622071,1
371,LP002197,1,1,2,0,0,5185,0.0,155.0,360.0,1.0,1,5.043425116919247,8.553525120663627,1
372,LP002201,1,1,2,0,1,9323,7873.0,380.0,300.0,1.0,0,5.940171252720432,9.140239744296693,1
373,LP002205,1,0,1,0,0,3062,1987.0,111.0,180.0,0.0,2,4.709530201312334,8.026823576217629,0
374,LP002209,0,0,0,0,0,2764,1459.0,110.0,360.0,1.0,2,4.700480365792417,7.92443418488756,1
375,LP002211,1,1,0,0,0,4817,923.0,120.0,180.0,1.0,2,4.787491742782046,8.479906606630221,1
376,LP002219,1,1,3,0,0,8750,4996.0,130.0,360.0,1.0,0,4.867534450455582,9.07680897935166,1
377,LP002223,1,1,0,0,0,4310,0.0,130.0,360.0,1.0,1,4.867534450455582,8.368693183097793,1
378,LP002224,1,0,0,0,0,3069,0.0,71.0,480.0,1.0,2,4.2626798770413155,8.029107054619736,0
379,LP002225,1,1,2,0,0,5391,0.0,130.0,360.0,1.0,2,4.867534450455582,8.592486175451668,1
380,LP002226,1,1,0,0,0,3333,2500.0,128.0,360.0,1.0,1,4.852030263919617,8.11162807830774,1
381,LP002229,1,0,0,0,0,5941,4232.0,296.0,360.0,1.0,1,5.69035945432406,8.689632748355741,1
382,LP002231,0,0,0,0,0,6000,0.0,156.0,360.0,1.0,2,5.049856007249537,8.699514748210191,1
383,LP002234,1,0,0,0,1,7167,0.0,128.0,360.0,1.0,2,4.852030263919617,8.877242435993919,1
384,LP002236,1,1,2,0,0,4566,0.0,100.0,360.0,1.0,2,4.605170185988092,8.42639282708974,0
385,LP002237,1,0,1,0,0,3667,0.0,113.0,180.0,1.0,2,4.727387818712341,8.207129168071326,1
386,LP002239,1,0,0,1,0,2346,1600.0,132.0,360.0,1.0,1,4.882801922586371,7.76046702921342,1
387,LP002243,1,1,0,1,0,3010,3136.0,113.0,360.0,0.0,2,4.727387818712341,8.009695357742922,0
388,LP002244,1,1,0,0,0,2333,2417.0,136.0,360.0,1.0,2,4.912654885736052,7.75491027202143,1
389,LP002250,1,1,0,0,0,5488,0.0,125.0,360.0,1.0,0,4.8283137373023015,8.610319169405722,1
390,LP002255,1,0,3,0,0,9167,0.0,185.0,360.0,1.0,0,5.220355825078324,9.123365357961776,1
391,LP002262,1,1,3,0,0,9504,0.0,275.0,360.0,1.0,0,5.616771097666572,9.159468041602427,1
392,LP002263,1,1,0,0,0,2583,2115.0,120.0,360.0,1.0,2,4.787491742782046,7.8567067930958405,1
393,LP002265,1,1,2,1,0,1993,1625.0,113.0,180.0,1.0,1,4.727387818712341,7.597396320212795,1
394,LP002266,1,1,2,0,0,3100,1400.0,113.0,360.0,1.0,2,4.727387818712341,8.039157390473237,1
395,LP002272,1,1,2,0,0,3276,484.0,135.0,360.0,1.0,1,4.90527477843843,8.09437844497296,1
396,LP002277,0,0,0,0,0,3180,0.0,71.0,360.0,0.0,2,4.2626798770413155,8.064636475774222,0
397,LP002281,1,1,0,0,0,3033,1459.0,95.0,360.0,1.0,2,4.553876891600541,8.017307507688582,1
398,LP002284,1,0,0,1,0,3902,1666.0,109.0,360.0,1.0,0,4.6913478822291435,8.269244521183056,1
399,LP002287,0,0,0,0,0,1500,1800.0,103.0,360.0,0.0,1,4.634728988229636,7.313220387090301,0
400,LP002288,1,1,2,1,0,2889,0.0,45.0,180.0,0.0,2,3.8066624897703196,7.968665700466235,0
401,LP002296,1,0,0,1,0,2755,0.0,65.0,300.0,1.0,0,4.174387269895637,7.9211727215870145,0
402,LP002297,1,0,0,0,0,2500,20000.0,103.0,360.0,1.0,1,4.634728988229636,7.824046010856292,1
403,LP002300,0,0,0,1,0,1963,0.0,53.0,360.0,1.0,1,3.970291913552122,7.5822291942764615,1
404,LP002301,0,0,0,0,1,7441,0.0,194.0,360.0,1.0,0,5.267858159063328,8.914760527397261,0
405,LP002305,0,0,0,0,0,4547,0.0,115.0,360.0,1.0,1,4.74493212836325,8.42222295382501,1
406,LP002308,1,1,0,1,0,2167,2400.0,115.0,360.0,1.0,2,4.74493212836325,7.681099001536359,1
407,LP002314,0,0,0,1,0,2213,0.0,66.0,360.0,1.0,0,4.189654742026425,7.70210434005105,1
408,LP002315,1,1,1,0,0,8300,0.0,152.0,300.0,0.0,1,5.0238805208462765,9.02401079378469,0
409,LP002317,1,1,3,0,0,81000,0.0,360.0,360.0,0.0,0,5.886104031450156,11.302204433654575,0
410,LP002318,0,0,1,1,1,3867,0.0,62.0,360.0,1.0,1,4.127134385045092,8.260234291607297,0
411,LP002319,1,1,0,0,0,6256,0.0,160.0,360.0,1.0,2,5.075173815233827,8.741296282225147,1
412,LP002328,1,1,0,1,0,6096,0.0,218.0,360.0,0.0,0,5.384495062789089,8.715388097366482,0
413,LP002332,1,1,0,1,0,2253,2033.0,110.0,360.0,1.0,0,4.700480365792417,7.720017940432244,1
414,LP002335,0,1,0,1,0,2149,3237.0,178.0,360.0,0.0,1,5.181783550292085,7.67275789664251,0
415,LP002337,0,0,0,0,0,2995,0.0,60.0,360.0,1.0,2,4.0943445622221,8.00469951054955,1
416,LP002341,0,0,1,0,0,2600,0.0,160.0,360.0,1.0,2,5.075173815233827,7.8632667240095735,0
417,LP002342,1,1,2,0,1,1600,20000.0,239.0,360.0,1.0,2,5.476463551931511,7.3777589082278725,0
418,LP002345,1,1,0,0,0,1025,2773.0,112.0,360.0,1.0,0,4.718498871295094,6.932447891572509,1
419,LP002347,1,1,0,0,0,3246,1417.0,138.0,360.0,1.0,1,4.927253685157205,8.085178748074537,1
420,LP002348,1,1,0,0,0,5829,0.0,138.0,360.0,1.0,0,4.927253685157205,8.67060073804555,1
421,LP002357,0,0,0,1,0,2720,0.0,80.0,360.0,0.0,2,4.382026634673881,7.908387159290043,0
422,LP002361,1,1,0,0,0,1820,1719.0,100.0,360.0,1.0,2,4.605170185988092,7.506591780070841,1
423,LP002362,1,1,1,0,0,7250,1667.0,110.0,360.0,0.0,2,4.700480365792417,8.88875674784872,0
424,LP002364,1,1,0,0,0,14880,0.0,96.0,360.0,1.0,1,4.564348191467836,9.607773308387083,1
425,LP002366,1,1,0,0,0,2666,4300.0,121.0,360.0,1.0,0,4.795790545596741,7.888334500738654,1
426,LP002367,0,0,1,1,0,4606,0.0,81.0,360.0,1.0,0,4.394449154672439,8.43511508038063,0
427,LP002368,1,1,2,0,0,5935,0.0,133.0,360.0,1.0,1,4.890349128221754,8.688622307043769,1
428,LP002369,1,1,0,0,0,2920,16.12000084,87.0,360.0,1.0,0,4.465908118654584,7.979338895262328,1
429,LP002370,1,0,0,1,0,2717,0.0,60.0,180.0,1.0,2,4.0943445622221,7.907283609426348,1
430,LP002377,0,0,1,0,1,8624,0.0,150.0,360.0,1.0,1,5.0106352940962555,9.06230429314878,1
431,LP002379,1,0,0,0,0,6500,0.0,105.0,360.0,0.0,0,4.653960350157523,8.779557455883728,0
432,LP002386,1,0,0,0,0,12876,0.0,405.0,360.0,1.0,1,6.003887067106539,9.463120392418698,1
433,LP002387,1,1,0,0,0,2425,2340.0,143.0,360.0,1.0,1,4.962844630259907,7.793586803371584,1
434,LP002390,1,0,0,0,0,3750,0.0,100.0,360.0,1.0,2,4.605170185988092,8.229511118964457,1
435,LP002393,0,1,0,0,0,10047,0.0,130.0,240.0,1.0,1,4.867534450455582,9.215029361462314,1
436,LP002398,1,0,0,0,0,1926,1851.0,50.0,360.0,1.0,1,3.912023005428146,7.563200592358071,1
437,LP002401,1,1,0,0,0,2213,1125.0,130.0,360.0,1.0,2,4.867534450455582,7.70210434005105,1
438,LP002403,1,0,0,0,1,10416,0.0,187.0,360.0,0.0,2,5.231108616854587,9.251098364448351,0
439,LP002407,0,1,0,1,1,7142,0.0,138.0,360.0,1.0,0,4.927253685157205,8.873748128154395,1
440,LP002408,1,0,0,0,0,3660,5064.0,187.0,360.0,1.0,1,5.231108616854587,8.205218426395412,1
441,LP002409,1,1,0,0,0,7901,1833.0,180.0,360.0,1.0,0,5.19295685089021,8.974744612722734,1
442,LP002418,1,0,3,1,0,4707,1993.0,148.0,360.0,1.0,1,4.997212273764115,8.456806041401142,1
443,LP002422,1,0,1,0,0,37719,0.0,152.0,360.0,1.0,1,5.0238805208462765,10.537919225261291,1
444,LP002424,1,1,0,0,0,7333,8333.0,175.0,300.0,1.0,0,5.1647859739235145,8.9001399880938,1
445,LP002429,1,1,1,0,1,3466,1210.0,130.0,360.0,1.0,0,4.867534450455582,8.150756470275551,1
446,LP002434,1,1,2,1,0,4652,0.0,110.0,360.0,1.0,0,4.700480365792417,8.445052513638554,1
447,LP002435,1,1,0,0,0,3539,1376.0,55.0,360.0,1.0,0,4.007333185232471,8.171599480345463,0
448,LP002443,1,1,2,0,0,3340,1710.0,150.0,360.0,0.0,0,5.0106352940962555,8.113726085970747,0
449,LP002444,1,0,1,1,1,2769,1542.0,190.0,360.0,1.0,1,5.247024072160486,7.926241523170962,0
450,LP002446,1,1,2,1,0,2309,1255.0,125.0,360.0,0.0,0,4.8283137373023015,7.744569809354496,0
451,LP002447,1,1,2,1,0,1958,1456.0,60.0,300.0,1.0,2,4.0943445622221,7.579678823090456,1
452,LP002448,1,1,0,0,0,3948,1733.0,149.0,360.0,0.0,0,5.003946305945459,8.280964400553373,0
453,LP002449,1,1,0,0,0,2483,2466.0,90.0,180.0,0.0,0,4.499809670330265,7.817222785508166,1
454,LP002453,1,0,0,0,1,7085,0.0,84.0,360.0,1.0,1,4.430816798843313,8.865735152124781,1
455,LP002455,1,1,2,0,0,3859,0.0,96.0,360.0,1.0,1,4.564348191467836,8.258163361537619,1
456,LP002459,1,1,0,0,0,4301,0.0,118.0,360.0,1.0,2,4.770684624465665,8.366602832783736,1
457,LP002467,1,1,0,0,0,3708,2569.0,173.0,360.0,1.0,2,5.153291594497779,8.218247926685745,0
458,LP002472,1,0,2,0,0,4354,0.0,136.0,360.0,1.0,0,4.912654885736052,8.378850241794492,1
459,LP002473,1,1,0,0,0,8334,0.0,160.0,360.0,1.0,1,5.075173815233827,9.0280988119824,0
460,LP002478,1,1,0,0,1,2083,4083.0,160.0,360.0,1.0,1,5.075173815233827,7.641564441260972,1
461,LP002484,1,1,3,0,0,7740,0.0,128.0,180.0,1.0,2,4.852030263919617,8.954156966583772,1
462,LP002487,1,1,0,0,0,3015,2188.0,153.0,360.0,1.0,0,5.030437921392435,8.011355109161286,1
463,LP002489,0,0,1,1,0,5191,0.0,132.0,360.0,1.0,1,4.882801922586371,8.55468163582723,1
464,LP002493,1,0,0,0,0,4166,0.0,98.0,360.0,0.0,1,4.584967478670572,8.334711621820917,0
465,LP002494,1,0,0,0,0,6000,0.0,140.0,360.0,1.0,0,4.941642422609304,8.699514748210191,1
466,LP002500,1,1,3,1,0,2947,1664.0,70.0,180.0,0.0,2,4.248495242049359,7.988542982737695,0
467,LP002501,1,1,0,0,0,16692,0.0,110.0,360.0,1.0,1,4.700480365792417,9.722684841711443,1
468,LP002502,0,1,2,1,0,210,2917.0,98.0,360.0,1.0,1,4.584967478670572,5.3471075307174685,1
469,LP002505,1,1,0,0,0,4333,2451.0,110.0,360.0,1.0,2,4.700480365792417,8.374015421739909,0
470,LP002515,1,1,1,0,1,3450,2079.0,162.0,360.0,1.0,1,5.087596335232384,8.146129510025405,1
471,LP002517,1,1,1,1,0,2653,1500.0,113.0,180.0,0.0,0,4.727387818712341,7.88344635413774,0
472,LP002519,1,1,3,0,0,4691,0.0,100.0,360.0,1.0,1,4.605170185988092,8.453401058328458,1
473,LP002522,0,0,0,0,1,2500,0.0,93.0,360.0,1.0,2,4.532599493153256,7.824046010856292,1
474,LP002524,1,0,2,0,0,5532,4648.0,162.0,360.0,1.0,0,5.087596335232384,8.61830469278465,1
475,LP002527,1,1,2,0,1,16525,1014.0,150.0,360.0,1.0,0,5.0106352940962555,9.712629664719888,1
476,LP002529,1,1,2,0,0,6700,1750.0,230.0,300.0,1.0,1,5.438079308923196,8.809862805379057,1
477,LP002530,1,1,2,0,0,2873,1872.0,132.0,360.0,0.0,1,4.882801922586371,7.96311205897929,0
478,LP002531,1,1,1,0,1,16667,2250.0,86.0,360.0,1.0,1,4.454347296253507,9.721185995542177,1
479,LP002533,1,1,2,0,0,2947,1603.0,130.0,360.0,1.0,2,4.867534450455582,7.988542982737695,0
480,LP002534,0,0,0,1,0,4350,0.0,154.0,360.0,1.0,0,5.0369526024136295,8.37793112408273,1
481,LP002536,1,1,3,1,0,3095,0.0,113.0,360.0,1.0,0,4.727387818712341,8.037543185118697,1
482,LP002537,1,1,0,0,0,2083,3150.0,128.0,360.0,1.0,1,4.852030263919617,7.641564441260972,1
483,LP002541,1,1,0,0,0,10833,0.0,234.0,360.0,1.0,1,5.455321115357702,9.290352309945568,1
484,LP002543,1,1,2,0,0,8333,0.0,246.0,360.0,1.0,1,5.5053315359323625,9.027978814382207,1
485,LP002544,1,1,1,1,0,1958,2436.0,131.0,360.0,1.0,0,4.875197323201151,7.579678823090456,1
486,LP002545,1,0,2,0,0,3547,0.0,80.0,360.0,0.0,0,4.382026634673881,8.173857454773621,0
487,LP002547,1,1,1,0,0,18333,0.0,500.0,360.0,1.0,2,6.214608098422191,9.816457993563025,0
